from,to
244,460
328,460
57,460
189,460
90,11
520,6
494,308
240,11
857,301
137,166
301,621
21,74
20,74
781,52
365,293
353,15
143,121
661,121
401,121
165,121
121,661
366,255
530,358
255,366
505,62
329,300
303,249
236,249
46,249
465,786
526,568
468,258
847,113
300,329
490,410
158,300
469,90
320,349
51,740
87,615
129,294
769,559
81,375
437,417
341,17
10,143
847,443
143,10
160,153
355,106
242,132
132,242
310,85
166,374
229,366
374,499
2,738
310,249
249,310
504,525
281,107
586,408
353,166
300,748
65,290
290,65
133,450
142,74
64,300
300,64
208,4
600,450
74,166
62,494
98,618
367,30
28,116
116,28
282,121
494,458
593,822
847,847
306,858
366,820
1,187
61,179
529,529
521,366
107,28
340,491
74,485
366,521
17,317
661,452
184,106
820,269
227,756
45,300
820,283
125,708
283,820
209,83
83,209
128,157
137,56
366,65
166,209
1,127
852,206
5,285
304,58
65,366
40,443
201,215
410,160
531,300
300,2
114,145
345,350
533,63
2,300
40,160
412,87
777,10
366,74
142,597
145,114
434,408
124,335
209,273
428,273
493,160
300,45
273,209
7,264
564,748
183,602
496,529
320,440
87,412
339,427
173,166
209,166
515,13
10,366
356,249
329,249
80,249
490,249
671,249
372,372
96,469
166,74
848,445
715,799
859,665
280,16
5,302
366,10
11,608
366,107
74,696
446,579
234,243
467,106
107,366
349,148
249,303
160,23
509,62
317,223
231,655
236,371
46,371
350,593
366,229
106,467
58,174
63,236
303,236
371,236
434,236
46,236
249,236
106,73
496,602
80,142
269,546
211,546
87,363
159,160
245,160
169,638
221,160
147,166
820,166
7,661
12,86
452,160
140,160
73,106
426,526
141,8
455,847
160,245
366,114
575,149
535,777
82,337
847,455
211,506
420,452
115,166
377,82
82,107
515,458
440,321
452,420
256,312
461,15
446,15
428,15
447,15
280,526
506,211
166,141
401,257
494,310
249,54
54,249
142,427
685,56
62,427
166,144
612,427
30,160
166,58
107,169
563,272
616,435
793,435
58,82
160,592
207,160
399,813
413,813
515,813
817,813
168,813
172,813
836,813
543,813
526,813
534,813
600,813
440,813
714,813
275,813
93,813
129,813
458,813
403,813
585,813
183,154
437,48
58,166
154,183
354,125
708,125
97,125
371,125
323,125
618,125
640,125
99,125
10,134
335,335
518,546
74,312
438,339
592,160
166,493
282,393
229,165
493,166
856,434
681,278
53,82
362,82
509,467
165,229
19,570
256,58
405,81
552,55
343,231
141,569
412,193
87,21
467,69
141,661
141,754
141,555
141,608
121,649
141,265
434,300
141,358
141,360
229,494
771,106
86,510
667,37
845,281
7,265
526,498
126,408
494,229
408,138
141,264
47,165
360,170
141,293
649,121
130,776
809,57
814,344
16,337
828,107
162,63
489,408
130,257
601,64
337,16
82,820
149,160
685,63
166,142
166,180
141,699
494,366
62,366
166,23
377,572
19,264
84,86
63,162
264,19
431,141
243,373
12,573
488,141
498,526
408,489
443,820
434,506
366,494
360,44
141,166
141,504
210,13
303,107
303,424
87,300
440,176
860,115
358,141
418,549
455,39
283,162
39,455
93,494
16,211
280,121
429,45
166,73
116,23
68,121
91,96
96,91
64,367
367,64
699,525
646,211
211,238
203,121
6,281
305,281
238,211
23,116
455,170
365,165
419,84
170,455
513,147
107,165
544,129
106,300
165,107
227,226
727,483
81,362
345,345
281,6
63,832
571,211
683,281
832,63
412,826
148,401
160,285
554,777
101,768
362,81
91,306
69,86
508,86
160,306
457,172
143,197
62,818
27,197
197,143
166,513
166,87
101,83
243,820
253,162
162,253
166,420
543,249
411,89
7,823
661,823
412,89
306,91
44,820
28,820
280,820
114,820
169,820
167,277
87,495
828,106
300,106
279,106
230,106
385,160
412,271
277,167
301,89
14,277
160,385
166,269
28,34
179,280
214,280
823,7
139,137
296,280
280,214
32,13
18,280
168,829
280,95
180,342
249,543
474,546
441,213
29,160
255,222
24,34
26,34
29,34
30,34
31,34
32,34
33,34
590,34
36,34
37,34
39,34
588,34
6,55
441,504
55,6
411,55
36,160
285,138
138,285
166,644
174,564
7,247
533,55
89,411
89,412
459,519
21,519
20,519
85,519
222,519
405,519
106,519
259,519
315,519
189,519
227,519
607,519
228,519
379,719
861,350
247,7
220,215
203,168
107,63
310,314
564,174
862,777
575,851
62,457
108,494
191,160
504,160
148,160
19,459
106,828
663,474
828,612
643,162
13,197
166,820
663,160
107,221
664,486
511,118
168,568
166,253
257,291
305,366
480,678
472,295
255,295
28,107
31,107
460,244
23,107
26,13
14,168
459,25
113,847
377,94
245,423
859,685
725,114
25,459
280,179
265,608
160,44
820,196
280,18
549,6
160,137
9,558
496,506
558,9
460,730
6,549
457,62
220,177
128,198
601,121
107,129
197,27
303,105
730,460
339,28
58,303
445,301
440,206
166,173
301,445
28,115
367,115
536,298
507,298
287,298
551,298
70,494
63,138
859,815
222,282
325,340
7,707
327,160
166,152
464,5
345,121
278,121
166,453
166,303
155,215
229,28
57,863
221,121
17,121
340,121
77,121
820,121
329,121
856,121
365,121
796,121
160,327
173,121
333,121
137,194
194,137
88,121
44,293
440,94
494,70
215,211
537,21
94,440
814,52
323,64
482,318
121,269
280,169
169,280
59,809
864,411
206,149
738,56
11,293
809,59
459,19
340,115
173,115
166,577
15,353
232,141
555,44
565,44
152,160
160,152
286,411
141,232
340,152
438,54
809,738
64,323
301,818
47,847
777,482
16,828
54,438
121,340
183,212
440,249
664,166
93,166
309,222
160,121
212,183
222,255
600,600
335,461
145,591
591,145
333,162
552,412
154,256
115,163
249,856
355,256
828,16
149,206
145,533
513,183
74,226
180,148
581,581
285,5
302,5
308,183
11,530
86,92
615,422
316,268
92,86
1,199
249,440
486,270
184,142
82,533
37,338
353,828
818,301
758,223
333,485
338,199
343,350
615,281
310,160
545,25
856,160
121,303
557,129
221,16
215,313
129,557
531,482
160,149
672,406
771,16
16,107
16,221
335,140
482,531
166,441
832,160
107,16
698,55
738,55
222,223
61,608
264,608
128,169
859,137
193,412
489,2
2,489
726,314
440,6
458,6
494,93
493,820
371,828
46,828
455,455
820,546
820,493
309,311
302,302
44,128
270,426
168,426
172,426
129,426
486,426
292,426
183,426
142,222
640,640
10,160
121,642
11,434
426,172
78,420
231,206
121,31
121,173
121,420
796,828
426,486
654,820
206,231
366,333
811,84
434,11
47,5
356,106
333,366
390,103
145,183
121,210
121,77
818,160
531,290
437,290
390,756
473,533
211,214
57,809
8,62
121,199
30,128
128,280
290,128
36,128
533,188
738,698
481,698
128,340
447,579
64,411
214,211
5,0
321,483
14,206
206,14
121,326
249,377
455,135
326,143
166,742
251,455
367,75
531,249
160,160
448,579
209,160
325,13
1,121
121,489
170,23
820,280
849,63
121,490
188,533
642,106
121,367
121,371
820,30
64,102
377,249
516,102
517,102
493,543
160,209
126,55
655,151
63,815
318,171
325,325
191,344
426,292
283,87
329,87
28,87
161,87
303,87
152,87
210,87
371,87
256,87
296,87
81,87
351,87
129,87
365,87
87,28
353,371
160,329
543,493
87,329
93,51
30,44
87,351
9,264
87,249
58,803
0,5
391,321
58,333
9,674
665,859
59,89
333,58
87,210
655,167
366,215
562,493
44,51
458,494
114,51
600,493
215,366
322,448
87,81
306,426
44,30
234,64
189,747
62,93
865,305
150,148
123,82
518,560
58,859
51,44
859,3
121,333
440,533
509,216
291,142
216,69
430,107
121,226
464,339
338,96
50,654
121,474
493,562
12,666
305,865
419,290
342,206
121,357
121,375
96,338
819,139
375,81
590,171
264,7
666,12
530,533
546,333
82,357
511,337
56,13
263,13
166,485
384,157
308,211
462,211
337,511
340,280
208,249
708,371
640,371
168,290
685,809
698,54
685,54
166,77
28,33
282,222
845,183
738,552
54,552
371,640
362,133
121,223
370,251
367,361
290,168
251,443
87,82
87,161
28,545
447,164
593,572
83,20
114,426
358,106
83,107
362,165
166,243
27,51
617,618
121,129
243,166
847,40
532,131
20,83
371,183
36,183
53,199
39,30
284,157
443,135
865,59
371,708
707,700
85,537
88,63
262,179
349,179
171,245
499,500
502,500
504,500
730,730
265,674
142,291
4,431
290,165
136,136
133,44
349,13
238,302
302,238
813,275
426,450
280,21
576,295
51,27
166,856
295,450
256,492
518,492
856,44
121,44
16,258
65,425
500,265
252,434
66,96
167,655
249,258
438,390
390,438
23,82
412,865
865,412
236,303
57,107
778,160
249,256
401,148
295,290
157,174
362,529
280,170
426,114
552,195
443,366
366,443
9,266
509,356
362,356
290,295
644,147
244,58
427,23
372,58
215,23
333,23
356,69
434,97
97,434
367,249
69,356
333,76
433,144
15,579
460,57
266,9
130,157
89,132
44,856
358,266
238,457
506,500
571,285
758,283
158,434
6,194
706,523
141,160
434,158
54,160
85,160
366,440
533,29
836,706
361,434
593,434
275,434
440,366
256,173
552,57
356,366
57,552
7,856
89,158
247,570
856,7
546,115
218,5
5,218
30,51
544,6
183,64
482,777
569,500
332,500
264,500
155,173
128,30
51,30
366,356
196,198
51,198
197,198
199,198
200,198
167,198
201,198
202,198
593,198
203,198
204,198
776,198
205,198
206,198
94,198
95,198
207,198
441,430
667,627
549,627
189,627
18,177
399,440
172,440
14,440
223,106
333,82
183,218
107,23
243,537
440,172
13,450
177,18
487,213
444,84
582,84
1,84
127,84
210,84
401,249
232,473
310,494
281,845
84,444
473,232
211,455
68,366
333,171
371,160
474,612
249,401
421,13
54,57
160,371
504,506
218,183
280,336
549,356
558,213
213,9
674,265
178,345
51,165
106,128
455,211
256,21
333,546
560,282
758,316
508,546
160,856
65,232
18,310
62,448
115,860
249,210
546,137
16,115
16,362
258,424
237,424
531,186
707,602
565,459
290,206
362,16
366,254
809,826
438,34
96,66
448,62
34,438
469,96
62,362
826,809
297,696
206,290
758,424
108,514
665,412
362,62
486,263
308,430
211,430
462,430
243,5
12,430
166,129
283,129
565,430
87,506
576,128
424,258
434,856
249,173
362,459
358,459
17,696
465,707
412,665
483,727
568,425
280,340
108,13
47,13
483,482
313,223
552,54
532,54
135,443
552,520
532,520
482,483
809,132
447,322
143,229
176,113
129,600
263,486
520,552
137,552
532,552
192,132
809,271
107,91
756,183
165,362
297,0
61,707
296,107
171,590
434,144
467,142
760,546
465,61
519,61
144,434
311,309
297,316
419,82
707,61
419,105
856,421
243,57
421,856
627,549
138,809
271,809
465,809
519,809
57,243
51,280
106,717
189,537
285,88
132,192
1,537
186,186
170,280
510,358
608,358
602,358
266,358
452,358
700,358
91,514
805,487
68,68
283,333
377,387
83,70
91,107
6,58
137,62
494,311
165,51
165,249
184,249
734,351
1,351
130,351
181,351
95,351
4,13
356,549
569,674
62,714
417,64
866,96
47,280
867,96
83,101
227,377
707,247
420,79
282,597
228,312
413,13
166,133
107,601
209,118
143,172
169,127
380,390
366,253
170,537
868,320
537,170
333,283
429,446
655,526
283,115
13,4
79,420
129,176
714,526
390,380
803,826
129,166
58,6
546,760
290,426
181,869
179,869
397,869
869,181
420,128
56,412
44,107
10,777
777,535
856,19
840,65
425,65
714,65
216,139
334,139
526,65
128,420
291,206
219,280
869,179
869,397
64,105
751,820
431,427
362,549
61,465
809,465
707,465
168,291
84,582
640,353
66,160
6,418
214,284
809,55
21,306
232,707
481,56
271,56
826,56
107,343
97,371
170,38
366,856
707,232
138,698
160,91
519,160
84,333
490,419
157,320
375,368
80,96
115,263
797,797
233,87
393,87
44,63
419,63
490,63
184,63
283,211
378,283
211,283
45,405
128,143
116,280
263,115
145,115
426,290
115,145
87,393
847,38
473,190
185,640
845,6
191,121
128,118
493,563
548,121
6,845
813,458
228,121
99,121
438,121
389,61
392,61
391,61
368,61
104,61
747,121
540,121
1,222
168,121
172,121
526,121
426,121
93,121
261,121
405,174
767,803
0,309
6,141
654,154
494,84
86,84
107,84
62,84
5,209
252,17
441,17
233,17
163,17
269,17
23,17
404,17
493,17
532,17
427,17
474,17
180,17
41,17
153,17
115,17
173,17
147,17
81,474
17,147
865,865
268,316
118,128
612,71
707,570
707,627
137,809
280,333
107,160
200,413
207,214
5,120
59,865
89,3
231,797
1,128
797,231
459,358
106,314
107,355
343,107
546,828
3,89
265,452
83,211
440,53
420,191
826,803
215,717
707,674
129,333
525,407
83,506
280,263
314,106
93,426
424,93
459,616
424,747
360,451
422,129
138,59
2,612
129,422
405,45
528,373
4,612
756,86
129,340
672,543
138,412
128,44
86,756
430,401
543,401
664,401
870,401
835,401
362,69
63,533
263,280
616,459
426,93
424,17
420,69
85,726
201,51
232,121
856,82
1,616
728,327
209,5
365,82
169,82
615,518
856,452
61,758
36,82
63,865
282,588
424,168
627,707
424,526
493,168
758,61
106,82
130,82
424,172
314,82
188,82
127,82
107,362
550,249
283,44
189,818
160,85
38,170
255,312
172,143
654,186
45,828
82,549
494,543
327,96
263,426
87,49
49,87
82,44
811,340
78,121
543,526
362,107
440,426
263,169
265,213
356,82
329,83
537,61
52,61
474,83
113,38
464,23
128,23
220,23
367,23
141,500
261,30
69,420
520,55
21,325
546,84
272,84
835,84
424,230
282,230
368,375
413,200
856,533
44,83
219,483
426,440
308,121
122,397
426,232
145,188
705,256
84,272
157,16
397,122
83,21
723,538
538,306
513,372
533,170
612,4
168,820
222,311
284,174
96,329
486,245
397,719
482,598
860,165
327,107
107,327
329,96
96,481
733,777
128,83
538,777
166,520
820,168
160,302
618,820
81,419
452,265
302,160
164,533
269,533
306,733
533,21
494,282
14,47
360,533
213,533
518,106
419,106
434,828
777,733
16,164
280,294
482,14
531,581
128,424
362,533
529,533
515,206
232,206
292,206
129,585
188,145
87,129
543,222
402,211
356,362
294,280
538,498
113,171
489,249
55,520
174,284
828,434
576,329
426,263
338,263
169,263
420,211
168,263
290,263
615,669
113,169
515,14
338,135
206,515
2,803
612,2
113,426
251,860
44,419
128,419
14,419
419,44
546,173
460,419
30,169
189,184
426,113
357,64
669,615
419,14
86,421
211,420
14,482
273,428
464,169
169,464
625,285
66,477
406,264
359,264
421,86
64,211
169,113
30,30
555,266
324,266
754,266
24,30
211,64
232,265
88,533
302,533
201,557
264,9
264,213
514,66
69,362
865,63
433,186
401,543
169,30
483,205
265,232
372,48
56,865
16,308
865,56
306,533
173,533
519,465
443,29
501,569
777,538
464,183
351,183
421,421
30,38
165,27
519,786
333,423
189,799
121,747
28,96
59,160
483,280
450,83
520,845
96,28
14,290
213,608
308,16
572,426
160,183
683,211
496,5
707,661
196,231
385,231
871,231
533,404
366,859
730,231
432,162
572,593
14,537
340,777
231,196
651,506
112,368
86,90
698,13
206,307
295,288
452,856
368,112
433,433
125,101
865,845
845,520
588,36
142,375
64,306
231,730
183,88
776,776
160,280
302,183
698,271
183,302
301,118
362,820
375,142
353,708
25,160
404,546
28,362
280,362
129,362
513,93
210,355
809,627
533,530
723,126
210,255
855,549
187,549
80,549
298,549
779,549
663,549
582,549
287,549
188,549
800,549
799,549
67,549
747,549
551,549
679,549
671,549
710,549
778,549
146,549
818,549
690,549
190,549
540,549
467,549
274,340
758,143
14,465
290,706
290,169
210,244
371,533
557,201
210,533
222,20
419,62
81,128
169,588
588,169
820,362
506,434
440,13
128,81
465,14
164,424
30,251
345,178
83,288
310,272
489,211
251,30
4,411
520,810
266,232
424,164
411,4
166,308
157,342
232,266
828,87
620,86
271,738
533,165
738,271
116,128
494,173
231,841
582,533
841,231
211,489
438,860
733,326
248,282
18,18
283,160
351,182
270,419
337,419
199,419
591,419
168,419
172,419
214,419
256,419
221,419
68,419
106,419
184,419
468,419
62,419
12,419
526,419
518,86
848,419
533,187
500,466
121,261
687,282
460,597
492,64
326,533
543,494
533,582
173,494
820,533
251,151
74,18
160,380
405,498
83,58
243,238
105,115
518,490
424,210
256,4
151,251
806,806
86,714
113,280
498,405
533,430
464,249
218,249
183,58
541,533
121,526
147,533
58,183
424,356
611,623
116,533
786,206
133,681
107,448
128,80
423,426
738,5
271,5
502,141
400,107
107,400
707,809
504,466
667,465
473,465
549,465
189,465
624,651
318,169
285,302
124,708
426,318
121,93
326,733
6,544
845,865
96,474
226,79
699,44
128,283
303,142
319,243
234,533
263,290
242,533
389,387
271,303
129,419
328,86
90,86
256,304
142,132
310,533
17,533
371,283
247,358
424,142
393,283
320,283
587,4
356,107
212,107
550,107
459,107
163,107
131,107
589,107
420,107
544,107
489,107
427,107
233,107
642,107
495,107
210,107
21,107
269,107
393,107
221,107
211,107
490,107
36,107
303,271
419,129
265,529
529,265
13,58
685,138
51,362
336,92
351,350
68,287
318,426
18,314
228,314
764,314
474,96
362,856
19,856
231,385
426,14
860,251
37,655
180,249
278,249
288,295
695,129
211,424
141,69
261,27
707,264
23,220
129,695
304,256
273,448
283,320
164,395
652,108
280,419
371,419
508,480
329,450
232,264
262,533
180,533
245,426
707,872
264,232
201,533
181,167
526,167
51,14
51,261
107,154
183,473
498,241
81,141
13,698
438,444
164,16
168,292
131,63
516,305
517,305
305,516
6,685
64,181
167,149
46,533
845,845
204,776
872,707
85,872
149,167
457,425
289,425
621,425
873,425
294,425
874,425
430,425
705,425
543,425
526,425
870,425
835,425
714,425
574,425
129,425
130,425
791,425
562,425
403,425
86,563
656,231
483,178
115,533
4,256
96,408
114,96
408,96
101,125
236,183
822,533
290,533
96,114
103,397
685,6
856,820
178,483
576,533
108,652
56,619
57,619
303,619
89,619
433,83
217,121
432,121
83,160
458,533
264,823
234,282
381,156
383,181
628,181
579,269
613,793
695,211
667,533
240,211
138,54
271,54
826,54
828,546
756,390
420,209
211,695
161,419
430,533
232,483
428,272
429,272
183,430
419,128
181,526
167,526
357,106
430,183
243,242
738,411
209,420
541,405
155,855
855,155
13,209
170,875
493,533
806,88
856,430
533,333
62,747
623,84
373,84
63,13
767,13
20,533
205,197
107,107
282,747
84,474
576,93
211,89
58,89
19,533
318,107
93,450
712,401
160,57
533,65
44,533
167,181
351,94
93,413
138,685
504,533
450,5
30,820
165,820
487,421
447,272
533,504
133,120
57,160
412,56
263,564
183,564
356,564
304,564
686,564
4,564
303,564
10,564
638,564
164,564
640,564
748,564
589,564
114,564
2,564
158,564
81,564
63,564
876,564
340,564
338,564
480,564
281,564
258,564
856,362
418,6
160,362
860,438
220,114
44,114
362,114
444,438
211,208
441,333
233,333
269,333
404,333
143,820
342,820
172,820
133,820
231,820
129,820
581,820
123,820
464,820
232,820
482,820
47,820
336,820
93,820
483,820
136,820
171,820
579,448
617,448
274,448
164,448
448,448
735,448
16,395
241,498
119,40
550,160
549,160
698,56
685,859
232,498
215,58
255,145
137,859
533,19
58,215
242,243
62,342
877,533
81,533
176,417
533,114
289,401
873,401
294,401
874,401
705,401
574,401
791,401
141,533
417,176
194,6
301,25
656,352
25,301
82,201
121,201
178,498
498,178
113,177
738,424
201,82
162,107
177,113
82,572
406,498
446,498
501,498
332,498
341,560
460,115
393,104
327,728
142,559
56,160
393,86
86,393
86,205
447,45
23,83
342,593
142,165
563,86
174,250
236,533
250,174
14,498
64,16
165,142
198,329
413,714
408,533
747,69
533,581
854,174
533,408
272,447
45,447
209,56
197,167
443,414
282,234
707,161
69,747
211,240
593,342
424,30
209,243
526,160
32,32
234,96
738,303
56,209
165,533
361,533
114,533
389,391
174,15
194,208
387,389
190,533
232,499
332,499
362,5
820,52
836,332
70,152
116,29
426,6
90,66
585,600
52,820
419,828
86,85
375,62
62,375
249,132
414,443
468,180
330,330
35,533
40,533
23,533
303,533
193,160
58,845
466,362
501,232
424,366
419,607
174,195
568,457
840,457
426,457
425,457
195,174
28,533
30,424
400,105
270,611
105,400
64,249
342,533
283,106
248,268
169,533
695,249
162,417
249,695
12,498
533,40
247,498
236,242
84,152
5,423
590,86
35,86
13,63
236,96
547,455
392,528
51,172
145,271
699,9
500,9
502,9
406,9
498,9
332,9
358,9
440,24
442,442
854,183
20,142
533,32
424,303
245,171
86,69
470,96
4,208
63,208
96,470
142,20
120,5
333,96
23,96
424,74
132,54
96,23
423,5
24,440
608,332
498,12
533,201
137,271
271,552
83,115
79,51
615,115
442,115
419,473
498,473
473,498
494,662
86,662
662,494
96,333
872,61
683,305
325,143
64,197
107,226
61,872
526,457
734,211
764,211
271,55
498,160
495,424
695,424
485,198
335,269
562,840
6,63
265,856
68,678
96,236
143,62
405,255
11,504
319,235
321,162
143,83
118,51
131,101
418,467
397,841
841,397
20,715
365,169
747,62
29,443
455,442
62,447
232,358
466,358
765,358
358,232
698,58
108,190
332,608
69,667
64,496
601,404
57,281
498,247
141,6
856,466
466,856
443,40
174,21
6,21
142,589
520,533
211,560
21,6
300,323
627,678
168,533
379,191
2,249
284,167
232,167
515,167
130,167
214,129
129,11
129,30
167,515
129,81
60,275
249,2
21,174
504,11
301,581
79,6
412,832
405,748
167,284
106,820
820,215
366,512
323,300
188,62
581,301
145,13
275,60
878,27
169,106
820,106
82,454
285,271
5,303
878,33
231,440
221,546
189,62
129,285
512,366
440,231
198,485
27,878
62,27
271,408
84,431
408,271
832,412
205,94
438,588
194,211
197,64
235,303
588,438
303,235
44,550
366,109
44,549
771,64
46,96
550,44
549,44
28,172
27,172
114,172
438,405
593,204
329,198
856,8
543,93
109,366
448,335
405,169
135,26
252,121
8,856
349,149
544,62
458,377
860,169
820,412
366,132
412,820
148,150
738,132
64,372
390,391
355,546
572,280
515,280
204,280
129,80
39,13
290,167
292,167
438,590
86,590
371,62
590,438
132,243
243,132
220,377
59,481
158,166
313,0
223,0
242,879
372,106
373,106
64,828
94,320
865,2
320,350
352,352
167,232
320,94
2,166
20,96
0,223
13,280
166,506
62,544
158,546
96,20
438,361
816,169
361,438
809,552
405,438
268,390
44,283
208,236
19,452
61,52
19,700
399,166
506,166
116,114
546,221
145,4
4,145
114,338
114,116
816,816
303,5
333,427
23,427
106,454
427,166
154,154
856,506
300,87
365,19
170,27
338,27
135,27
174,880
424,237
880,174
340,96
417,444
140,428
4,587
121,356
151,96
119,96
263,96
725,96
442,96
423,96
437,96
655,96
47,96
336,96
136,96
367,96
439,96
96,75
96,423
685,13
173,96
10,96
259,96
881,96
326,96
612,223
96,10
210,241
96,326
718,5
454,106
859,812
96,442
880,685
62,3
549,82
518,82
198,31
859,58
541,541
283,2
679,508
515,292
2,283
395,103
194,803
204,128
158,244
13,478
31,198
322,46
49,19
286,880
63,880
820,165
531,405
27,251
627,62
511,346
357,615
244,241
2,865
615,357
169,62
162,31
782,377
15,533
335,533
816,860
135,860
322,533
45,533
681,178
443,590
172,114
301,169
685,880
335,45
4,533
194,533
642,513
459,513
211,87
221,405
62,238
405,64
698,4
377,166
12,166
197,207
207,197
880,63
31,162
96,46
362,661
335,428
661,362
63,6
676,322
86,132
322,15
379,61
99,768
409,420
96,47
238,62
101,96
11,12
322,428
6,286
236,243
856,504
141,451
548,337
408,685
66,66
263,405
528,271
485,387
412,698
411,57
271,57
12,249
113,33
5,419
489,419
93,543
349,64
271,528
419,489
77,142
253,142
756,142
828,142
131,142
269,142
180,142
856,142
404,142
493,142
153,142
17,142
173,142
453,142
147,142
11,611
12,11
61,391
812,142
434,170
712,4
126,138
258,211
55,4
738,4
685,408
166,81
86,8
551,303
15,322
428,322
429,322
15,428
428,428
758,405
16,379
80,379
164,379
63,379
628,379
5,438
107,2
601,146
166,146
587,6
501,500
406,500
62,627
303,845
245,686
880,58
845,303
64,349
259,86
86,259
179,148
187,533
90,469
758,91
851,342
271,4
211,66
338,229
560,295
23,166
156,166
105,358
124,405
288,152
183,343
129,343
420,581
880,166
114,105
367,105
358,105
178,352
81,105
326,105
105,367
303,551
178,166
404,618
377,458
183,458
58,880
8,86
353,86
143,326
86,353
806,809
809,806
79,417
611,166
19,249
243,244
64,62
64,215
490,149
137,82
183,417
81,81
573,166
243,237
417,47
343,183
187,249
573,141
9,141
823,264
581,533
117,66
611,66
389,66
661,66
121,66
560,66
338,66
480,66
252,66
48,66
654,66
581,420
249,187
623,86
159,58
158,58
504,856
58,194
62,100
856,141
86,450
141,856
621,149
23,878
429,335
705,183
184,508
381,150
347,149
181,6
337,6
6,181
296,6
377,6
490,459
6,337
405,46
106,459
149,621
179,149
166,573
87,180
518,188
532,404
149,490
417,32
224,148
295,560
865,194
86,498
194,865
32,417
518,518
378,397
116,152
362,560
19,560
358,560
154,546
329,560
20,166
560,12
194,166
393,166
250,166
12,560
190,311
28,419
560,316
882,166
180,350
533,335
29,121
306,121
647,121
748,121
230,121
245,121
568,121
236,121
242,121
19,499
121,748
741,150
812,665
194,57
194,412
21,86
21,145
305,194
48,847
514,329
82,169
828,169
121,169
194,305
0,238
86,21
560,106
106,169
238,0
121,256
145,21
81,877
209,244
20,420
36,113
113,36
487,466
350,342
3,62
64,131
26,443
589,249
249,589
466,466
586,131
372,404
282,404
366,404
121,404
86,404
546,404
218,549
393,380
121,280
89,809
302,809
809,302
880,137
812,137
339,443
549,218
45,419
393,424
419,45
560,474
58,158
176,611
412,64
116,64
474,560
19,422
667,509
812,57
64,430
184,509
166,20
64,820
509,667
347,262
418,509
820,64
509,509
35,878
372,431
69,509
508,509
880,880
57,812
166,518
549,509
458,13
611,11
92,336
878,35
64,142
666,166
356,828
262,347
419,28
828,356
211,405
63,405
405,211
518,187
183,118
728,96
64,458
543,209
450,581
458,64
390,409
79,13
63,131
361,367
607,589
198,198
347,166
459,490
840,426
832,131
62,29
152,50
87,62
226,546
29,62
162,180
608,452
847,114
60,179
107,509
62,509
393,145
736,62
131,832
27,417
33,31
88,810
810,88
581,450
187,459
28,811
169,65
601,812
96,121
273,447
142,756
443,847
3,812
431,17
452,608
129,292
577,142
314,307
483,13
174,157
81,509
426,840
194,815
815,194
145,427
513,218
872,17
183,405
139,166
598,482
142,577
883,165
249,166
422,145
856,145
405,183
87,166
777,340
159,249
184,480
325,509
431,249
23,249
340,249
173,249
333,249
340,169
145,828
365,278
211,258
18,258
248,422
89,259
509,325
249,340
187,518
430,11
884,412
24,494
373,58
36,588
249,427
85,307
533,800
96,164
460,167
590,299
299,590
58,372
229,84
84,48
140,166
84,229
437,339
608,232
804,232
0,459
137,880
667,13
333,13
68,509
587,832
395,557
2,494
804,265
728,885
655,231
65,285
62,7
65,426
23,494
209,543
366,537
208,408
494,23
342,94
207,200
104,179
126,698
39,480
142,143
128,388
150,388
430,308
211,308
106,885
430,211
306,509
167,460
500,506
128,209
249,64
145,81
885,20
730,13
13,730
25,494
157,278
83,333
93,515
277,515
545,588
100,262
333,83
880,286
20,885
58,455
357,249
588,392
615,269
87,137
137,87
121,143
368,392
14,61
103,537
380,537
389,537
394,537
526,537
53,537
221,537
178,537
403,537
486,537
166,55
103,53
380,53
389,53
61,53
85,53
394,53
312,53
537,53
526,53
465,53
221,53
18,53
14,53
178,53
403,53
486,53
608,141
818,92
256,333
269,615
586,404
856,12
366,249
16,190
55,166
273,164
262,100
204,95
450,291
399,457
179,104
183,256
62,184
588,25
423,482
482,423
92,818
640,45
723,92
357,62
151,470
156,381
866,80
55,271
856,166
411,102
192,102
796,353
157,250
16,209
856,661
417,79
209,238
242,238
121,828
204,93
408,411
121,23
430,12
93,204
515,277
121,453
420,669
681,342
89,423
87,152
601,886
152,92
121,856
273,216
92,152
601,3
272,183
698,126
92,723
170,318
36,333
7,62
3,886
20,887
887,20
430,856
11,430
357,65
828,64
20,87
40,31
35,31
32,31
31,40
2,62
57,3
179,347
307,347
347,157
496,213
571,303
157,387
837,837
100,768
130,342
94,342
820,115
128,115
87,856
115,820
518,223
421,409
353,87
58,865
342,278
149,278
262,278
87,353
256,820
212,820
501,176
282,493
500,7
502,7
506,7
166,377
411,408
282,21
422,184
184,422
649,649
28,283
169,283
367,283
3,57
726,121
759,121
162,482
812,58
888,412
301,404
217,340
13,170
80,866
601,405
405,28
121,46
192,59
151,121
353,121
59,192
244,235
405,601
339,30
484,232
170,13
434,405
225,86
118,607
889,828
480,23
654,162
201,86
86,201
89,333
590,494
208,132
262,511
21,885
552,160
212,23
890,121
405,340
283,434
140,140
57,698
55,698
54,698
685,698
56,698
59,698
48,36
497,409
25,24
26,24
32,24
33,24
34,24
590,24
36,24
38,24
39,24
588,24
338,48
35,464
121,190
498,452
464,35
452,498
157,347
601,57
57,601
413,413
61,347
347,61
295,368
190,121
426,87
90,162
880,815
81,409
